Name,Rating,Address,Price,ID,Reviews
Cocina 35,4.0,9335 Airway Rd,$$,q6kiGQg-B8fQxN6S3gwzQw,"[{'Text': 'I decided to go first thing in the morning and this place was delicious. Fast service and very clean environment. This is perfect for the whole family as...', 'Rating': 5}, {'Text': 'Want to start out by saying that the people here at cocina 35 are awesome. They helped accommodate the large party that we had. People from our party showed...', 'Rating': 5}, {'Text': 'La bomba it the best! Super crunchy and flavorful. The tamal de élite tastes just like the ones from rosarito. \n\nI wish they were open later but if you can...', 'Rating': 5}]"
Adrian's Surf N' Turf Grill,5.0,9353 Clairemont Mesa Blvd,$$,PFXR7WeGYGtP1nYRI09b5g,"[{'Text': ""This place is amazing.  I don't think you can find fresher fish even at the finest sushi joints.  I got the seared ahi with grilled asparagas and garlic..."", 'Rating': 5}, {'Text': ""I'm a big fan of Adrian's Surf N Turf Grill.  According to Yelp profile, they opened in 2017.  Chef Adrian has been in the culinary industry for 30+ years...."", 'Rating': 5}, {'Text': ""The mini ahi sashimi tacos have me in a chokehold. It's gotten to the point where my coworkers think I am going to grow gills from eating it so much...."", 'Rating': 5}]"
Tacos El Gordo,4.5,783 Fifth Ave,$,CiDyH9qqDH-TRufUsMgBOw,"[{'Text': 'A bustling taco shop situated in the heart of the Gaslamp quarters. There seem to be always a line filled with tourist and locals waiting for some delicious...', 'Rating': 5}, {'Text': ""These were the best tacos I've had in my life or one of the top two. \n\nOPERATIONS: I feel like a whole business case study can write a paper on this..."", 'Rating': 5}, {'Text': ""So excited to see a location in downtown because it's one of my favorite taco spots! It works a little different than their other locations since it's only..."", 'Rating': 5}]"
King Crab,4.5,3960 W Point Loma Blvd,$$,Ew1y7L8_jT2cEVvc5k6P9Q,"[{'Text': ""This place is not only delicious but the every single staff member has been super kind and helpful. I've been 3 times now and the quality is consistent. The..."", 'Rating': 5}, {'Text': 'WHAT A MEAL.... Im STUFFED !!!!\n\nThis is the place to come for a killer Crab Feast of EPIC proportions.\n\nHuge Portions, and the sides are amazing.\nI highly...', 'Rating': 5}, {'Text': 'Entered the restaurant on a rainy day and wanted to take my best friend out for her birthday after shopping. We gave this place a chance because we saw it...', 'Rating': 1}]"
La Mexican Fiesta,4.0,11259 Camino Ruiz,$,jD0z__RcY_A3F4adVY4KrA,"[{'Text': 'Just moved to the area and found this little hole in the wall close by! We have already been 4 times in the last month!! The woman at the counter is always...', 'Rating': 5}, {'Text': 'Nice little hidden taco shop in Mira Mesa.  Stopped by here on a Sunday afternoon, feeling to lazy to cook. LOL  Parking is easy and the place was a little...', 'Rating': 4}, {'Text': ""Spacious parking lot with no line on a lunch weekend. A mom and pop shop with authentic Mexican food. Overall great food with a caveat that they don't..."", 'Rating': 4}]"
Senor Pancho Fresh Mexican Grill,2.5,5089 College Ave,$,z4Pfx5MeyIYZ3PVq6kqk-A,"[{'Text': 'I got a sad California burrito from here. It was just beef, sour cream, potatoes, and cheese. I was confused and thought they forgot something in it but...', 'Rating': 3}, {'Text': 'Fries are good but taste a lot better at night time. We ordered the carne asada fries and they gave us free queso on the side :)', 'Rating': 3}, {'Text': 'SDSU Burrito. Enough said. Creammy like sour cream hot like hot sayce. The perfect burrito. Control the flavor of with red, green, or none. Its auite sinply...', 'Rating': 5}]"
Animae,4.5,969 Pacific Hwy,$$$,j1fM40F8PZKXnnXzY0DgXA,"[{'Text': 'I went with the large group and we had two tables but it was a lot of fun sharing some of the dishes! Everything was delicious and exotic! Our server was...', 'Rating': 5}, {'Text': 'Went with a group this week. Very beautiful restaurant and extraordinary service. Food not commensurate with ambience and service though. Particularly for...', 'Rating': 3}, {'Text': 'what an amazing experience!\nfood: delicious \nservice: awesome\natmosphere: perfect\n\ndefinitely recommend!', 'Rating': 5}]"
Castañeda’s Mexican Food,3.0,342 Euclid Ave,,ul7B0I-D9u-HVYabige_7g,"[{'Text': 'Good portion great taste. The burritos are very large. Cali burrito was great tasting \nHot sauces are good but be carefully only a little is needed', 'Rating': 5}, {'Text': ""I'm really torn here. My husband and I have been coming regularly to Castañedas since it opened- when they use to offer a free drink with your order, and..."", 'Rating': 3}, {'Text': ""It's usually super packed when we go. It's a pretty small venue. There's never any parking. Parking is shared w/ multiple businesses including Food4Less...."", 'Rating': 3}]"
Sayulitas Mexican Food,4.0,1460 S 43rd St,$$,GtG6UYgJEcK0g21LoKZUfg,"[{'Text': 'Saw the Pacman fries online and had to try them. The portions were huge (medium would serve at least 2), the carne asada was good and the pork tocino was...', 'Rating': 4}, {'Text': 'How did you find this location: We found this restaurant over Instagram.\n\nWhen did we visit : Feb 4th 2023 , we decided to visit this location . We were in...', 'Rating': 1}, {'Text': 'My Go-To spot for a burrito any time (every time) I am in San Diego. Not only can you get your traditional Cali-burrito, but they have a menu full of unique...', 'Rating': 5}]"
Pacific Beach Fish Shop,4.0,1775 Garnet Ave,$$,r-59c9YgjqShVvQVI-AGEQ,"[{'Text': 'Nice fish shop. Delicious food with a reasonable price.  Lots of menu options. Highly recommend.', 'Rating': 5}, {'Text': ""I have a rule that whenever I'm in the San Diego-area, I have to visit Pacific Beach Fish Shop. I think this restaurant is the best of all the fish market..."", 'Rating': 5}, {'Text': 'This place was super yum! We were looking for something quick but local and tasty and we found it with the PB Fish Shop. We ordered the fish and chips...', 'Rating': 4}]"
Royal Rooster,4.5,1717 Quivira Rd,$$,cmCJdn5VTyqjN2cWCTF4WA,"[{'Text': ""Summary: Delicious breakfast foods. Definitely pricey, but worth it. Super convenient meals for if you're staying at the Hyatt Regency next door. Very..."", 'Rating': 5}, {'Text': ""So.  This place is overpriced--but I guess that's what you expect on the water.\n\nBut, the food is legit good.  The barbacoa California burrito was top 5..."", 'Rating': 4}, {'Text': 'This place is way overpriced for what it serves.\n\nLocated on the bay, gorgeous views.\n\nYou order at a the cashier, hopefully get a table at the patio, &...', 'Rating': 2}]"
Los Alejandro's,3.0,2704 University Ave,,zG7Lv7Jc4ltvUr7Zaz0K5A,"[{'Text': ""Los Alejandro's is a great establishment to get some tasty rolled tacos and carne asada fries. I've been a customer for awhile at this location and the..."", 'Rating': 5}, {'Text': 'I ordered my go to crispy beef taco. It came out promptly and held up during my walk to the new North Park park. The meat was nicely seasoned, and I really...', 'Rating': 4}, {'Text': ""Ordered a carne Asada burrito and the carne Asada was so salty I couldn't even finish my burrito. Meat also had a funny texture when I was chewing it. I Had..."", 'Rating': 1}]"
JT's Tavern,4.0,5821 Mission Gorge Rd,$,oPk2CrEzErLtmK0uh-250Q,"[{'Text': 'Great food .. great food .. great people . Walked I. Here as a newbie.. came out a local!!!', 'Rating': 4}, {'Text': ""I tried another sports bar near my home. It's called J.T.'s Tavern. It's located on Mission Gorge rd. off the 8 fwy. I called and spoke with Foxer the..."", 'Rating': 3}, {'Text': 'Was driving by and decided to check it out. I asked for an Irish Coffee, but the bartender said ""no coffee"". No coffee at all?! No coffee at a bar?! How do...', 'Rating': 2}]"
Not Not Tacos,4.0,550 W Date St,$$,Dn0c3hCvCHYPY4zPGQ2N7w,"[{'Text': 'The food court in little Italy was Nice! There was live music out front, a lot of seating inside and out! Ordering was easy and the food came out fast! The...', 'Rating': 5}, {'Text': 'Ordered the taco duo which comes with tots, and two tacos of your choice. The Nashville Hot Chicken Taco, Korean BBQ taco were both good, but I wish the...', 'Rating': 4}, {'Text': ""Chose this spot because it's within walking distance from the hotel. Several options in the food hall and a full bar. Music is pretty loud and there are two..."", 'Rating': 3}]"
Sombrero Mexican Food,3.0,2201 Fern St,$,kwSX-nVvV76CCRc-OQ6npA,"[{'Text': ""I've had a few items from there. Started with the breakfast burrito. Wouldn't suggest it if you can't eat it all in one sitting. I don't remember it being..."", 'Rating': 3}, {'Text': ""This place it's a hit or miss sometimes . I do  like the carnitas tacos and I recently order the carne asada fries full and let's just say it was not what I..."", 'Rating': 1}, {'Text': 'This location has a Racist and rude staff ! Walked in to pick up an order with Uber eats to deliver it to a costumer , cashier ignores me on purpose and...', 'Rating': 1}]"
Churros el Tigre,4.5,4211 Camino De La Plz,$,nDEOljSW4SBmNvBpVtQ-Rg,"[{'Text': 'Best churros and the extra caramel sauce is regally good.  Really nice crispy outside and chewy inside.  \nGreat to have for any parties', 'Rating': 5}, {'Text': 'The stand is located just outside the food court in the outlet mall.\n\nThe churros are cooked to order so be patient.  Premade churros are not so good.  You...', 'Rating': 4}, {'Text': 'I like a good churro and these were very good churros.\n\nNot only was the churro warm, fluffy, crunchy, and tasty and they had just made them right in front...', 'Rating': 4}]"
El Michoacan,4.0,780 Main St,$$,NBxVw_-qNn0rWN5qfv5sMg,"[{'Text': 'Visited 12/10/2022\n\nOne last dinner out last night before The First Snow of the year tonight here in Ranchita. El Michoacán in Ramona is a landmark Mexican...', 'Rating': 4}, {'Text': 'My Summer of Tasty Tacos tour has never been more ""country"" than at this place. El Michoacán is literally a barn building in the middle of downtown Ramona...', 'Rating': 1}, {'Text': 'Just 4Stars here which is the norm for this place from other eaters also. Lol my son and I have been going here since he was a kid really our favorite place...', 'Rating': 4}]"
Big Boyz Tacos,5.0,1415 Skyline Dr,$$,8eOtieY2xGCto0JFxviQKg,"[{'Text': 'Went to a party past weekend Big Boyz was catering. The hostess was getting worried about their 4pm start up but they showed up wasted no time cooking I was...', 'Rating': 5}, {'Text': 'We went to Harland at Scripps Ranch for drinks and playing pool table. We got tacos from Big Boyz, it was very delicious. Ruben and Lisa are very friendly,...', 'Rating': 5}, {'Text': 'I had used Big Boyz Tacos in the past and when my work needed tacos to celebrate our staff I knew who to call. They were great! And now they have way more...', 'Rating': 5}]"
Tony's Jacal,4.0,621 Valley Ave,$$,Ezd7YJztCVfxFU9W8cMKIw,"[{'Text': ""We were visiting Carlsbad Legoland  and a  local told me about this place and said it's their absolute favorite restaurant in the Carlsbad area. \n\nIt was..."", 'Rating': 5}, {'Text': 'This restaurant is off the beaten path of all the strip malls so it may be hard for some people to randomly find it.  The place was busy at lunch time on a...', 'Rating': 4}, {'Text': ""Wish I could give this place zero stars. Just left this landmark of a restaurant that sadly dies not live up to it's Yelp hype. This restaurant has been in..."", 'Rating': 1}]"
Rancho Villa's,3.5,2425 Fletcher Pkwy,$,6EjQ_9XnQdGWkOe3H2egpQ,"[{'Text': 'I work close by and have come here several times for dinner takeout while working late at the office.  I mostly stick to their burritos--Have had many and...', 'Rating': 5}, {'Text': ""Stopped by for burritos with my gf, and saw the cook LICK his fingers to wrap not just one, but both burros.\n\nThat's a hard pass from here on out."", 'Rating': 1}, {'Text': 'I tried this place for the first time this morning.  I needed to pick up a large order for work and the taco shop I usually stop at had a cashier issue so I...', 'Rating': 5}]"
El Rey Morro,3.5,4471 Clairemont Mesa Blvd,,wAjbGLxM1A3wnF0qcEIrnA,"[{'Text': 'Go somewhere else.\nHad shrimp tacos and the shrimp were not deveined and the corn tortillas were dripping oil but hardly heated.\nAlso had a carne asada...', 'Rating': 1}, {'Text': 'Generous portions but my taquitos tasted like fish fry. Obviously the oil was not fresh. Beans, rice and guacamole were delicious; taquitos were gross. My...', 'Rating': 3}, {'Text': 'Great taqueria, nice folks working there. Try the chilaquiles (salsa verde--I think they make their own), the soups, the chile relleno burrito, and the...', 'Rating': 5}]"
La Palapa Culichi,4.0,1873 Palm Ave,$$,qdG0OzLOGZaS_pMk6hDQOw,"[{'Text': ""Some of the best seafood tacos in all of San Diego. The shrimp enchilado and marlin taco are easily the best I've ever had. The marlin is tender and not dry..."", 'Rating': 5}, {'Text': ""So it's cash or zelle pay only. Other than that, it was tasty. I wasn't very hungry, so i ordered a shrimp and pulpo taco. It was very delicious. The water..."", 'Rating': 4}, {'Text': 'We love the ceviche; it is always fresh, especially the shrimp. We call in an order and pick it up on the way home!', 'Rating': 4}]"
Bravo's Taco Shop,3.5,3815 Euclid Ave,$,hMvcXuhjzz8XRBlqC9cr9g,"[{'Text': 'In Mexican cuisine, Menudo, also known as pancita ([little] gut or [little] stomach) or mole de panza (""stomach sauce""), is a traditional Mexican soup, made...', 'Rating': 5}, {'Text': ""Came here because someone suggested it and I'm glad they did. The girl working the counter was attentive and friendly (Wednesday early afternoon). We..."", 'Rating': 4}, {'Text': ""OKAY me & my family come here bc it's convenient. But the customer service is what makes me not wanna come back at all! POOR SERVICE \n\n\ntrash customer..."", 'Rating': 1}]"
The Latin Chef Liberty Station,4.0,2820 Historic Decatur Rd,$$,QCSOwSx5aY8vxUjnRVH3kg,"[{'Text': ""We don't have much Latin American food back home so we were happy to find this place. Both the beef and chicken soltado were delicious. The ceviche as well...."", 'Rating': 5}, {'Text': 'Being from Asian descent with a great love for noodle-based dishes, I was extremely drawn to try Peruvian food - which has Asian influence in many of their...', 'Rating': 4}, {'Text': ""This is a Peruvian place.  I've had Peruvian food before, but spotted something I hadn't tried. Aji gallina.  So I decided to order it.  It was very..."", 'Rating': 3}]"
Taco Rey,3.5,330 W Broadway,$,Aio-4Qmdh5kTe8D1ZhXdtA,"[{'Text': ""I really enjoy this place! It's in the hall of justice sorta hidden from the world but it's worth going to find. I always call in my lunch orders 10 minutes..."", 'Rating': 5}, {'Text': 'Not a bad option for Mexican food at the courthouse.  Tacos were pretty decent and the pricing was fair (under $10 if I remember).  They had a pretty full...', 'Rating': 4}, {'Text': ""Same sloppy disgusting food they try to pose as real Mexican food. Don't waste your time/money. Just go across the street to Panera it would probably cost..."", 'Rating': 1}]"
JB Mexican Taste,5.0,990 N Harbor Dr,,k7qQWITAIm36qnKqsjiA8g,"[{'Text': ""What a gem of a place located at the Navy Pier.  I wouldn't have known about this place if it wasn't for one of our clients insisting on having us try the..."", 'Rating': 5}]"
Cotija's Cocina Mexicana,3.5,3720 Voltaire St,$,wHoSX61R0XfGsJrZkEQj2w,"[{'Text': ""I come here always for the Birria. It's the best in San Diego and they care about the quality of it because the consistency of the food is amazing. The..."", 'Rating': 5}, {'Text': 'Cojitas Cocina is a tasty family run Mexican restaurant in San Diego. It is a casual counter service eatery, serving generous portions at great prices.\n\nMy...', 'Rating': 4}, {'Text': 'Their sauce bar is my absolute favorite. They have a habanero sauce which is the perfect amount of spicy and the cilantro lime is very flavorful. I like...', 'Rating': 4}]"
The Waves Taco Club,5.0,916 Fifth Ave,$$,ROBaijOKB6FCNsugMLzmqg,"[{'Text': ""Unbelievable Birria tacos, one of the best battered fish tacos I've had, surprisingly good fries."", 'Rating': 5}, {'Text': 'I needed another round of tacos before I flew out and Waves popped up and offered something different, that was within walking distance of my hotel. What...', 'Rating': 5}, {'Text': 'Fantastic taco place. Service was fabulous and the staff is super sweet: I had the garlic shrimp taco and the scallops taco and both were phenomenal (I got...', 'Rating': 5}]"
Farmer's Bottega Restaurant,4.0,860 W Washington St,$$,1Wffq8H0kQ9sKVis_-QSnA,"[{'Text': 'Been wanting to try this spot. We are so glad we did! The food, ambiance, service--all outstanding. Despite bring on a fairly busy street, once you walk...', 'Rating': 5}, {'Text': ""Save your money. Note this is for brunch, not dinner. It's been years since I lived in the area and I used to dine here for dinner all the time and loved..."", 'Rating': 3}, {'Text': ""Food and drinks were great, although I think prices are a little too high, maybe it's the area, or the overall increase in prices in SD. \n\nService was more..."", 'Rating': 4}]"
Ortiz's Taco Shop,4.0,1313 Garnet Ave,$,HMuCzZw7dPAKi-xardFlLg,"[{'Text': ""I can't believe I have took this long to review this place. Side note business changed name to Ariel's, but same great burritos. \n\nLove a bean rice and..."", 'Rating': 5}, {'Text': ""Ate at this taco shop while visiting San Diego. They recommended the birria, which I ordered, and it was really good! I'd go back here for a quick tasty..."", 'Rating': 4}, {'Text': ""Honestly this is just your average Mexican food shop. Its about a 10 minute walk from where I work in PB and it wasn't very crowded so we easily got a table..."", 'Rating': 3}]"
Los Rancheritos Mexican Food,4.5,10205 Lake Jennings Park Rd,$,_3moclQNeidhzREij3OlBA,"[{'Text': ""I'm very picky about my go-to Mexican food joints. Having been in East County for the past decade, I really wish I had found this place earlier. With 4 kids..."", 'Rating': 5}, {'Text': 'They have such good portions for the price! Burritos were pretty big and the food tasted fresh. Ordered a few burritos: chile relleno, carne asada, bean and...', 'Rating': 5}, {'Text': 'My favorite taco shop.Nothing fancy,nothing hip,just great plentiful ""San Diego,""style Mexican favorites.Any standard burrito will feel like a brick in your...', 'Rating': 4}]"
Ortega's Cocina,3.5,4888 Newport Ave,$$,q5NeyjNZCmjmS0ViqpSM1Q,"[{'Text': ""I typically don't leave reviews much but I had to here. I'm telling you. When in OB, this is an absolute MUST! This is the best Mexican food I've ever had...."", 'Rating': 5}, {'Text': 'It was a nice sunny winter day, so why not go down to OB?  The Christmas parade parking signs were out, people milling around, and cars looking for that...', 'Rating': 4}, {'Text': ""The best Mexican food in Southern California in OB, I've been eating here for 15 years whenever I'm on OB, family owned and run"", 'Rating': 5}]"
Burros & Fries,3.5,6929 Federal Blvd,$,sB8c0Wl58rAu9jRCnYO5Ng,"[{'Text': 'Yes for sure. Burritos are big and filled,  the fries are the good ones, not the skinny type. The Salas are so tasty as well, great flavors and very clean...', 'Rating': 5}, {'Text': 'What happened to this place? I started coming here about 5 years ago. My go-to was a bean and cheese burrito, when the beans were delicious and the salsas...', 'Rating': 1}, {'Text': ""I'm from out of town. This food was horrible. I ordered beef tacos and rolled tacos with rice and beans. The tacos were cold, veggies smelled old, beans..."", 'Rating': 1}]"
En Fuego Cantina & Grill,3.0,1342 Camino Del Mar,$$,HJ-S48bwnNs7iLgi1VG7bQ,"[{'Text': 'I recently visited En Fuego Cantina & Grill for drinks with a friend. I must say, their margaritas and chips/salsa were fantastic. The restaurant had a...', 'Rating': 5}, {'Text': 'Lots of tequila/mezcal to choose from. The list of cocktails on the menu may not seem a lot, but if you know what you want, you can simply ask the bartender...', 'Rating': 3}, {'Text': 'Looks like a local classic in Del Mar! Upon arriving in, we encountered a mix of young professionals and retirees, as well as many dogs. \n\nThe decor is...', 'Rating': 3}]"
Bahia Mexican Food & PB Juice Bar,4.0,909 Grand Ave,$,BAl25j08Uo9LTF-5hPOT1Q,"[{'Text': 'Love this place! The rolled tacos are my favorite in town,  the burritos and Chile relleno are really good too!', 'Rating': 5}, {'Text': 'Closed 20 min early and would make me a juice because he cleaned it early . No standards ?', 'Rating': 1}, {'Text': ""First visit and I ordered beef rolled tacos. It wasn't busy so ordering was easy and the food was fresh and hot.  The meat filling was really good, no..."", 'Rating': 4}]"
Homestyle Hawaiian,4.0,7524 Mesa College Dr,$$,OfjUGieDXyPB8jWa0pvehA,"[{'Text': ""Authentic Hawaiian food.\n\nThe portions are generous. Love the chicken Katsu. The mac salad is a little heavy on the mayo for me, but that's Hawaiian mac..."", 'Rating': 4}, {'Text': ""Order and pay at counter. Find a spot to sit and wait.\n\nMainly came here for the Garlic Shrimp Scampi plate as I've been craving for garlic shrimp. Got the..."", 'Rating': 3}, {'Text': 'Service - seems like this place is currently experiencing short staffing. We failed on our first attempt to eat here on a Sunday as they closed two hours...', 'Rating': 5}]"
Salvatore's Cucina And Lounge,4.5,750 Front St,$$,9QifYbaGw27jgDBhXjg1vQ,"[{'Text': ""Food was amazing!!  Highly recommend the Yellowtail appetizer and Brussel sprouts. Not to mention our sweet server Raven was a delight. Can't wait to come..."", 'Rating': 5}, {'Text': 'First time coming here with friends and I gotta say I was blown away! The food, the drinks and the atmosphere were immaculate. Seems like a very intimate...', 'Rating': 5}, {'Text': ""I just tried Salvatore's new brunch menu and everything that I ordered was absolutely delicious!! The chilaquiles were my absolute favorite, they're a must..."", 'Rating': 5}]"
Santana's Mexican Food,3.0,2303 Garnet Ave,$,5tPanCXIR1XhlMfU_O215Q,"[{'Text': 'Best burritos and salsas in San Diego!! California burritos and ranchera salsa are the best. The food is always fresh and the employees are always very...', 'Rating': 5}, {'Text': 'Garbage over priced Mexican food. \n\nCarne asada quesadilla: Garbage\n\n5 Rolled Tacos W/Guac and Cheese: Garbage\n\nCame on a Sunday night and the drive thru...', 'Rating': 1}, {'Text': 'Not sure if there was change of ownership but this used to be one the best mexican spots in PB. over the last 2 months everything has declined and today...', 'Rating': 2}]"
Ironside Fish & Oyster,4.5,1654 India St,$$,mbG2JAAQ33kKuO3PMPUObg,"[{'Text': 'I had the oysters with octopus tail and a lobster roll with some adult beverages.  Everything was incredible and the topper was the banana bread pudding...', 'Rating': 5}, {'Text': ""We popped in here for a night cap, and what a fun place! The ambiance is funky and super fun with a giant octopus hanging from the ceiling. It's all..."", 'Rating': 5}, {'Text': ""We'd walked past this place a couple of times, it was packed. We still ventured to put our names on the list for a Thursday night. Even though we had to..."", 'Rating': 5}]"
Margarita's Kitchen & Cantina,3.0,879 W Harbor Dr,$,dvpxB3Mk_h2jBvsep3QdAg,"[{'Text': ""Another place I wanted to try was Margarita's Kitchen located in Seaport Village. I've tried some bites from them from events prior, but not a complete..."", 'Rating': 3}, {'Text': ""Can never go wrong with tacos in socal ! The only reason why I'm giving this place a 4 & not a 5 star is the food was delicious however, there was no salsa..."", 'Rating': 4}, {'Text': 'We had a great experience here. Nice lady at the window taking orders. Hard working chefs back there in the kitchen staying busy. Food were pretty good for...', 'Rating': 5}]"
El Marabino Gourmet Street Tacos,5.0,1310 Scott St,,9J-sjgx2-doAs7zFBXv4yA,"[{'Text': 'Johnny Zambrano is by far the man! Dude your tacos are next level mutha fukkin amazing!!! Well constructed and healthy and wait a minute this was 1:30 am,...', 'Rating': 5}, {'Text': ""Very tasty tacos! I enjoyed serving the fixin' my self and chatting with owner. He is very charismatic and knows how to treat new customers! Im beyond satisfied"", 'Rating': 5}, {'Text': 'This taco vendor has set up shop outside of Club Marina in the late afternoon and evenings. The canopy and grill were on the south side of the building...', 'Rating': 3}]"
Margarita's Restaurant,4.0,4955 Newport Ave,$$,qZMbGjIE8SZ2VChsYVHR7w,"[{'Text': 'This Is your basic local diner with Mexican food options included. \n\nStaff is very friendly and attentive to tourists and locals. \n\nI liked the fact that...', 'Rating': 5}, {'Text': 'Hands down the BEST biscuits and gravy in San Diego. Rarely do you find a dish not worth eating and all of it from a family of staff that are friendly and...', 'Rating': 5}, {'Text': 'Best breakfast IN SAN DIEGO!!! Waffle was phenomenal, reminded me of waffle house! Bacon is the crispiest ever. The sausage is so flavorful (coming from...', 'Rating': 5}]"
Antojitos Mexicanos Tia Lidia,5.0,6939 Linda Vista Rd,,6YeibTXAxhSPHVlvH-7cTA,"[{'Text': ""So I come to the Linda Vista Farmer's Market every so often on Thursdays. I've tried pretty much most of the vendors but this seems to be the one I keep..."", 'Rating': 5}]"
El Cacho Fish Taco Stand,5.0,1885 Garnet Ave,,os_sJesVyTEvxv-_gBJheg,"[{'Text': ""The food is very delicious  definitely I will go back to try something different. There's 3 restaurant In one building that if your caving tacos or sushi"", 'Rating': 5}]"
El Guero 2,5.0,2455 Otay Center Dr,$,WwHfuJr9QSpBzkWqKnNWOQ,"[{'Text': ""Had my global entry interview scheduled and decided to get there early.  Wanted to grab some breakfast. Wasn't in the mood for typical breakfast food, it..."", 'Rating': 5}, {'Text': 'Came down to the border to get my Global Entry and stopped by here for lunch. Definitely glad I did! Great wood and the staff was outstanding! Will come...', 'Rating': 5}, {'Text': ""The closest I've been to Mexico and this place does not disappoint. You will not go hungry after eating here!\nGood stuff!"", 'Rating': 5}]"
Night & Day Cafe,4.0,847 Orange Ave,$$,gh9AmQmUDgbCgnQMEWyGHQ,"[{'Text': 'I think my first stop here was in 2009. I thought it was delicious but I could never remember where in Coronado I had that bomb BLT. I think I then came in...', 'Rating': 5}, {'Text': ""Great little spot for breakfast/brunch. It's a small space where they cook the food right in front of you. The food was simple, but well prepared and large..."", 'Rating': 4}, {'Text': 'I grabbed a chorizo breakfast burrito at Night & Day, a cute diner in Coronado. \n\nMy burrito was delicious! The chorizo and salsa verde were fresh and...', 'Rating': 5}]"
The Craft Taco Truck,5.0,11585 Sorrento Valley Rd,$$,VdozD0UwF9lmAXz3NMT4AQ,"[{'Text': 'The Craft Taco truck next to New English Brewing in Sorrento Valley is chef-crafted quality eats ranging from tacos, an artisan Caesar salad and fusions...', 'Rating': 5}, {'Text': 'This place is located in a business spot with a local brewery as well. Came here on a Saturday but the fryer broke! I wanted a california burrito, but it...', 'Rating': 4}, {'Text': ""We love everything about @thecrafttaco in #sorrentovalley and it's hard to choose a favorite!  They have so many unique tacos, as well as burritos, bowls,..."", 'Rating': 5}]"
Santanas Mexican Grill,2.5,9824 Campo Rd,$$,fzAc7KKvtdYd09mmbVO3Sg,"[{'Text': ""This hidden gem has gone through a big change since covid and it's been for the better. The staff is so pleasant and the food is always fresh and flavorful...."", 'Rating': 5}, {'Text': ""This place had been a staple for my family for over a decade but, due to the decline in service, we're considering our many options in Spring Valley/San..."", 'Rating': 1}, {'Text': 'If I could give zero i would..I go there alot and today was ridiculous.  I ordered a.bean tostqda no cheese or sour cream add guac..$11 for a tiny Tortilla...', 'Rating': 1}]"
Los Cuates Seafood and Bar,4.5,217 3rd Ave,$$,GleECLNZo2N3v02buY547A,"[{'Text': 'Paula as awesome!.!. Service was superb, and the Garlic shrimp tacos are a must have!.!. definitely will be back especially for their Thursday night AYCE...', 'Rating': 5}, {'Text': 'Woah! Huge surprise \n\nGreat tacos at a very reasonable price. The batter is top notch. Do your self a favor and check it out we had the fish and batter...', 'Rating': 5}, {'Text': ""Met up with a friend here after hiking for the weekend brunch. The inside of the venue is a little small but there's plenty of seating and people were..."", 'Rating': 4}]"
Don Tommy's Mexican Food,4.0,4145 Voltaire St,$,FeFVCWONfCuwgZgNfTWh-w,"[{'Text': 'best place ever love these guys\nveggie supreme 5/5\ncarne asada 5/5 \nwould recommend anything', 'Rating': 5}, {'Text': 'My friends and I came by around 8:45pm on a Wednesday night to get some food. We thought we had plenty of time to order and eat since it was listed that Don...', 'Rating': 1}, {'Text': 'Love their food and service! They have the best tortillas. Always friendly and fast too', 'Rating': 5}]"
Burritos Santana,2.5,6545 University Ave,$,kwwlwsBdPjZG-TYCDWexsg,"[{'Text': ""Pretty good taco shop with a drive thru! Food is made fresh so there's a bit of a wait. People here are friendly. There is some covered seating area..."", 'Rating': 4}, {'Text': ""This is my family's go to for our tacos, burritos, and carne asada fries for YEARS. They seem to have upgraded the patio since I last came to order. Their..."", 'Rating': 4}, {'Text': ""Just horrible...another burrito stamp card filled up and now they won't honor it. I've spent thousands of dollars at this place over the past 15 years.  Not..."", 'Rating': 1}]"
Senor Pancho Fresh Mexican Grill,3.0,5089 College Ave,$,nYnXkyhNy-4t7DPEeJ8xmg,"[{'Text': 'This is a tough one. A really tough one, but after some thinking I landed on four stars after adding up the pros and cons when it comes to Senor...', 'Rating': 4}, {'Text': ""Where to begin.\n\nSeñor Pancho's is perfectly convenient Mexican food place for the drunk (or sober) college student after a long night of partying. I had..."", 'Rating': 3}, {'Text': 'For some reason I went thru a carne asada fry craving phase when I was in school... senor panchos was always on the back of my mind. Stopped by on a regular...', 'Rating': 3}]"
Phil's BBQ,4.5,3750 Sports Arena Blvd,$$,eGhOLzFFIhrvF6QjSSpJsg,"[{'Text': 'My first time trying it I would recommend it I liked it and I would go back. The only thing is the beans were little burnt I guess but overall the ribs,...', 'Rating': 4}, {'Text': 'We have been coming here consistently for 7 years on our family San Diego trips. We sit in the bar area every time. Roxy is absolutely the best server...', 'Rating': 5}, {'Text': 'I\'ve been coming here consistently for 2 years now and the menu used to have a ""Full Beef Rib Dinner"" and ""Half Beef Rib Dinner"" option. The first one came...', 'Rating': 3}]"
